system   D            wsystem.c:583  maybe_parent_dir                 [   0.00027] Also searching D:\dev\alx\prj\VS12\
display  D   display_settings.c:191  debug_display_settings           [   0.02727] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02728] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02729] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02730] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02731] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02732] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02732] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02733] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02734] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02735] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02735] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02736] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02737] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02738] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02738] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02739] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02740] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02741] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02742] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02742] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02743] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02744] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02745] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02746] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02746] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02747] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02748] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02749] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02749] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02750] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02751] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02752] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02753] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02753] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02754] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02755] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02756] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02757] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02757] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02758] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02759] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02760] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02760] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02762] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02763] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02764] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02764] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02765] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02766] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02767] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02768] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02769] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02770] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02771] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02772] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02773] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02773] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02774] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02775] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02776] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02776] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02777] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02778] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02779] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02780] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02780] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02781] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02782] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02783] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02784] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02784] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02785] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1640 d3d_create_display_internals     [   0.02790] Trying format 0.
d3d      I         d3d_disp.cpp:1325 d3d_display_thread_proc          [   0.02822] Chose a display format: 23
d3d      I         d3d_disp.cpp:1394 d3d_display_thread_proc          [   0.02824] Normal window.
d3d      I         d3d_disp.cpp:800  d3d_create_device                [   0.05936] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:865  d3d_create_device                [   0.08948] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:873  d3d_create_device                [   0.08950] Success
d3d      D         d3d_disp.cpp:1663 d3d_create_display_internals     [   0.08952] Resumed after wait.
d3d      I         d3d_disp.cpp:1696 d3d_create_display_internals     [   0.08958] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1719 d3d_create_display_internals     [   0.08959] Returning d3d_display: 0071B6F8
d3d      D         d3d_disp.cpp:1744 d3d_create_display_locked        [   0.08960] al_display=0071B6F8
d3d      D         d3d_disp.cpp:1745 d3d_create_display_locked        [   0.08962] al_display->vt=0071B630
dtor     D               dtor.c:184  _al_register_destructor          [   0.09081] added dtor for object 00740810, func 54F6278E
dtor     D               dtor.c:184  _al_register_destructor          [   0.09084] added dtor for object 00740AD0, func 54F624BE
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.09102] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.09103] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.09104] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.09104] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.09105] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.09106] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.09106] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.09107] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.09108] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.09108] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.09109] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.09110] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.09111] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.09198] added dtor for object 007420F8, func 54F62581
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.09265] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.09267] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.09510] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.09511] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.09594] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.09595] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.09596] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.09597] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.09597] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.09598] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.09599] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.09599] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.09600] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.09601] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.09601] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.09602] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.09603] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.09657] added dtor for object 00743A20, func 54F62581
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.09676] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.09677] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.09725] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.09726] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.09877] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.09879] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.09879] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.09880] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.09881] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.09881] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.09882] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.09883] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.09883] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.09884] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.09885] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.09886] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.09886] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.09936] added dtor for object 0074F198, func 54F62581
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.09981] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.09983] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10028] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10029] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10030] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10031] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10031] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10032] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10033] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10034] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10034] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.10035] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.10036] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.10037] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.10037] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.10082] added dtor for object 00751B68, func 54F62581
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.10110] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.10111] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10149] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10150] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10151] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10152] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10152] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10153] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10154] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10155] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10156] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.10156] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.10157] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.10158] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.10158] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.10200] added dtor for object 00752DA8, func 54F62581
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.10225] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.10226] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10266] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10267] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10268] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10268] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10269] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10270] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10270] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10271] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10272] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.10272] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.10273] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.10274] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.10275] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.10316] added dtor for object 0074B560, func 54F62581
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.10340] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.10341] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10380] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10381] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10382] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10383] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10384] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10384] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10385] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10386] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10386] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.10387] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.10388] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.10389] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.10389] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.10429] added dtor for object 0074B7E8, func 54F62581
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.10452] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.10453] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10493] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10494] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10494] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10495] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10496] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10497] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10497] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10498] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10499] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.10499] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.10500] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.10501] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.10501] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.10538] added dtor for object 00752978, func 54F62581
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.10560] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.10561] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10606] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10607] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10607] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10608] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10609] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10609] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10610] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10611] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10611] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.10612] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.10612] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.10613] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.10614] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.10651] added dtor for object 00752B48, func 54F62581
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.10676] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.10677] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10711] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10712] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10712] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10713] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10714] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10715] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10715] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10716] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10717] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.10717] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.10718] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.10719] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.10719] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.10752] added dtor for object 00755378, func 54F62581
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.10774] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.10775] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10811] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10812] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10813] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10813] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10814] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10815] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10815] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10816] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10817] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.10817] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.10818] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.10819] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.10819] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.10852] added dtor for object 007560C8, func 54F62581
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.10874] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.10875] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10910] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10911] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10912] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10913] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10913] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10914] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10914] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10915] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.10916] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.10916] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.10917] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.10918] Found a format
